File,Line,Type,Text,SuggestedKey
"D:\Documents\Code\terax-ai\src\settings\sections\EditorSection.tsx",210,title,"Custom command","settings.sections.title.custom-command"
"D:\Documents\Code\terax-ai\src\settings\sections\EditorSection.tsx",215,placeholder,"mytool --fix {file}","settings.sections.placeholder.mytool-fix-file"
"D:\Documents\Code\terax-ai\src\settings\sections\EditorSection.tsx",240,title,"Language overrides","settings.sections.title.language-overrides"
"D:\Documents\Code\terax-ai\src\settings\sections\EditorSection.tsx",290,title,"Remove override","settings.sections.title.remove-override"
"D:\Documents\Code\terax-ai\src\settings\sections\EditorSection.tsx",339,title,"Auto save delay","settings.sections.title.auto-save-delay"
"D:\Documents\Code\terax-ai\src\settings\sections\EditorSection.tsx",358,jsx-text,"ms","settings.sections.jsx.ms"
"D:\Documents\Code\terax-ai\src\settings\sections\EditorSection.tsx",390,title,"Wrap column","settings.sections.title.wrap-column"
"D:\Documents\Code\terax-ai\src\settings\sections\EditorSection.tsx",407,jsx-text,"columns","settings.sections.jsx.columns"
"D:\Documents\Code\terax-ai\src\settings\sections\GeneralSection.tsx",177,title,"General","settings.sections.title.general"
"D:\Documents\Code\terax-ai\src\settings\sections\GeneralSection.tsx",182,jsx-text,"Appearance","settings.sections.jsx.appearance"
"D:\Documents\Code\terax-ai\src\settings\sections\GeneralSection.tsx",203,jsx-text,"Themes","settings.sections.jsx.themes"
"D:\Documents\Code\terax-ai\src\settings\sections\GeneralSection.tsx",208,jsx-text,"Language","settings.sections.jsx.language"
"D:\Documents\Code\terax-ai\src\settings\sections\GeneralSection.tsx",210,title,"App language","settings.sections.title.app-language"
"D:\Documents\Code\terax-ai\src\settings\sections\GeneralSection.tsx",218,jsx-text,"System","settings.sections.jsx.system"
"D:\Documents\Code\terax-ai\src\settings\sections\GeneralSection.tsx",219,jsx-text,"English","settings.sections.jsx.english"
"D:\Documents\Code\terax-ai\src\settings\sections\GeneralSection.tsx",220,jsx-text,"简体中文","settings.sections.jsx."
"D:\Documents\Code\terax-ai\src\settings\sections\GeneralSection.tsx",227,jsx-text,"Zoom","settings.sections.jsx.zoom"
"D:\Documents\Code\terax-ai\src\settings\sections\GeneralSection.tsx",248,jsx-text,"Explorer","settings.sections.jsx.explorer"
"D:\Documents\Code\terax-ai\src\settings\sections\GeneralSection.tsx",250,title,"Show hidden files","settings.sections.title.show-hidden-files"
"D:\Documents\Code\terax-ai\src\settings\sections\GeneralSection.tsx",259,title,"Git decorations","settings.sections.title.git-decorations"
"D:\Documents\Code\terax-ai\src\settings\sections\GeneralSection.tsx",270,jsx-text,"Terminal","settings.sections.jsx.terminal"
"D:\Documents\Code\terax-ai\src\settings\sections\GeneralSection.tsx",272,title,"Terminal renderer","settings.sections.title.terminal-renderer"
"D:\Documents\Code\terax-ai\src\settings\sections\GeneralSection.tsx",285,jsx-text,"Automatic","settings.sections.jsx.automatic"
"D:\Documents\Code\terax-ai\src\settings\sections\GeneralSection.tsx",286,jsx-text,"WebGL","settings.sections.jsx.webgl"
"D:\Documents\Code\terax-ai\src\settings\sections\GeneralSection.tsx",291,title,"Screen reader support","settings.sections.title.screen-reader-support"
"D:\Documents\Code\terax-ai\src\settings\sections\GeneralSection.tsx",300,title,"Cursor blinking","settings.sections.title.cursor-blinking"
"D:\Documents\Code\terax-ai\src\settings\sections\GeneralSection.tsx",309,title,"Cursor style","settings.sections.title.cursor-style"
"D:\Documents\Code\terax-ai\src\settings\sections\GeneralSection.tsx",340,title,"Font weight","settings.sections.title.font-weight"
"D:\Documents\Code\terax-ai\src\settings\sections\GeneralSection.tsx",367,title,"Integrated terminal shell","settings.sections.title.integrated-terminal-shell"
"D:\Documents\Code\terax-ai\src\settings\sections\GeneralSection.tsx",402,title,"Workspace environment","settings.sections.title.workspace-environment"
"D:\Documents\Code\terax-ai\src\settings\sections\GeneralSection.tsx",444,title,"Letter spacing","settings.sections.title.letter-spacing"
"D:\Documents\Code\terax-ai\src\settings\sections\GeneralSection.tsx",463,title,"Font size","settings.sections.title.font-size"
"D:\Documents\Code\terax-ai\src\settings\sections\GeneralSection.tsx",485,title,"Scrollback","settings.sections.title.scrollback"
"D:\Documents\Code\terax-ai\src\settings\sections\GeneralSection.tsx",509,title,"Confirm before killing a running process","settings.sections.title.confirm-before-killing-a-runni"
"D:\Documents\Code\terax-ai\src\settings\sections\GeneralSection.tsx",520,jsx-text,"Agents","settings.sections.jsx.agents"
"D:\Documents\Code\terax-ai\src\settings\sections\GeneralSection.tsx",522,title,"Coding agent notifications","settings.sections.title.coding-agent-notifications"
"D:\Documents\Code\terax-ai\src\settings\sections\GeneralSection.tsx",547,title,"Notification sound","settings.sections.title.notification-sound"
"D:\Documents\Code\terax-ai\src\settings\sections\GeneralSection.tsx",559,jsx-text,"Startup","settings.sections.jsx.startup"
"D:\Documents\Code\terax-ai\src\settings\sections\GeneralSection.tsx",562,title,"Launch at login","settings.sections.title.launch-at-login"
"D:\Documents\Code\terax-ai\src\settings\sections\GeneralSection.tsx",571,title,"Restore window position & size","settings.sections.title.restore-window-position-size"
"D:\Documents\Code\terax-ai\src\settings\sections\GeneralSection.tsx",648,title,"Font family","settings.sections.title.font-family"
"D:\Documents\Code\terax-ai\src\settings\sections\GeneralSection.tsx",654,placeholder,"Auto-detect","settings.sections.placeholder.auto-detect"
"D:\Documents\Code\terax-ai\src\settings\sections\ModelsSection.tsx",116,jsx-text,"/v1/models","settings.sections.jsx.v1-models"
"D:\Documents\Code\terax-ai\src\settings\sections\ModelsSection.tsx",145,jsx-text,"openrouter.ai/models","settings.sections.jsx.openrouter-ai-models"
"D:\Documents\Code\terax-ai\src\settings\sections\ModelsSection.tsx",316,jsx-text,"Loading…","settings.sections.jsx.loading"
"D:\Documents\Code\terax-ai\src\settings\sections\ModelsSection.tsx",359,title,"Models","settings.sections.title.models"
"D:\Documents\Code\terax-ai\src\settings\sections\ModelsSection.tsx",374,jsx-text,"Providers","settings.sections.jsx.providers"
"D:\Documents\Code\terax-ai\src\settings\sections\ModelsSection.tsx",504,jsx-text,"OpenAI Compatible","settings.sections.jsx.openai-compatible"
"D:\Documents\Code\terax-ai\src\settings\sections\ModelsSection.tsx",542,jsx-text,"Defaults","settings.sections.jsx.defaults"
"D:\Documents\Code\terax-ai\src\settings\sections\ModelsSection.tsx",803,jsx-text,"Automatic (as you type)","settings.sections.jsx.automatic-as-you-type"
"D:\Documents\Code\terax-ai\src\settings\sections\ModelsSection.tsx",907,title,"Remove provider","settings.sections.title.remove-provider"
"D:\Documents\Code\terax-ai\src\settings\sections\ModelsSection.tsx",971,placeholder,"128000","settings.sections.placeholder.128000"
"D:\Documents\Code\terax-ai\src\settings\sections\ModelsSection.tsx",993,title,"Remove key","settings.sections.title.remove-key"
"D:\Documents\Code\terax-ai\src\settings\sections\ModelsSection.tsx",1009,placeholder,"Optional — leave empty for unauthenticated endpoints","settings.sections.placeholder.optional-leave-empty-for-unaut"
"D:\Documents\Code\terax-ai\src\settings\sections\ModelsSection.tsx",1135,title,"Remove endpoint","settings.sections.title.remove-endpoint"
"D:\Documents\Code\terax-ai\src\settings\sections\ModelsSection.tsx",1152,placeholder,"My endpoint","settings.sections.placeholder.my-endpoint"
"D:\Documents\Code\terax-ai\src\settings\sections\ModelsSection.tsx",1167,placeholder,"https://api.example.com/v1","settings.sections.placeholder.https-api-example-com-v1"
"D:\Documents\Code\terax-ai\src\settings\sections\ModelsSection.tsx",1191,placeholder,"gpt-4o, qwen3-max, glm-4.6, …","settings.sections.placeholder.gpt-4o-qwen3-max-glm-4-6"
"D:\Documents\Code\terax-ai\src\settings\sections\ModelsSection.tsx",1208,placeholder,"128000","settings.sections.placeholder.128000"
"D:\Documents\Code\terax-ai\src\settings\sections\ModelsSection.tsx",1228,title,"Remove key","settings.sections.title.remove-key"
"D:\Documents\Code\terax-ai\src\settings\sections\ModelsSection.tsx",1244,placeholder,"Optional — leave empty for unauthenticated endpoints","settings.sections.placeholder.optional-leave-empty-for-unaut"
"D:\Documents\Code\terax-ai\src\settings\sections\ModelsSection.tsx",1297,jsx-text,"Testing…","settings.sections.jsx.testing"
"D:\Documents\Code\terax-ai\src\settings\sections\ModelsSection.tsx",1329,jsx-text,"Voice input","settings.sections.jsx.voice-input"
"D:\Documents\Code\terax-ai\src\settings\sections\ModelsSection.tsx",1384,placeholder,"whisper-large-v3-turbo","settings.sections.placeholder.whisper-large-v3-turbo"
"D:\Documents\Code\terax-ai\src\settings\sections\ShortcutsSection.tsx",77,title,"Shortcuts","settings.sections.title.shortcuts"
"D:\Documents\Code\terax-ai\src\settings\sections\ShortcutsSection.tsx",103,placeholder,"Search shortcuts...","settings.sections.placeholder.search-shortcuts"
"D:\Documents\Code\terax-ai\src\settings\sections\ShortcutsSection.tsx",143,jsx-text,"Reset all shortcuts?","settings.sections.jsx.reset-all-shortcuts"
"D:\Documents\Code\terax-ai\src\settings\sections\ShortcutsSection.tsx",150,jsx-text,"Cancel","settings.sections.jsx.cancel"
"D:\Documents\Code\terax-ai\src\settings\sections\ShortcutsSection.tsx",228,title,"Reset to default","settings.sections.title.reset-to-default"
"D:\Documents\Code\terax-ai\src\settings\sections\ShortcutsSection.tsx",238,title,"Clear shortcut","settings.sections.title.clear-shortcut"
"D:\Documents\Code\terax-ai\src\settings\sections\ShortcutsSection.tsx",324,jsx-text,"Recording...","settings.sections.jsx.recording"
"D:\Documents\Code\terax-ai\src\settings\sections\ShortcutsSection.tsx",325,jsx-text,"(Esc to cancel)","settings.sections.jsx.esc-to-cancel"
"D:\Documents\Code\terax-ai\src\settings\sections\ThemesSection.tsx",159,title,"Themes","settings.sections.title.themes"
"D:\Documents\Code\terax-ai\src\settings\sections\ThemesSection.tsx",192,jsx-text,"Theme","settings.sections.jsx.theme"
"D:\Documents\Code\terax-ai\src\settings\sections\ThemesSection.tsx",317,jsx-text,"Editor theme","settings.sections.jsx.editor-theme"
"D:\Documents\Code\terax-ai\src\settings\sections\ThemesSection.tsx",368,jsx-text,"Background","settings.sections.jsx.background"
"D:\Documents\Code\terax-ai\src\settings\sections\ThemesSection.tsx",423,jsx-text,"Blur","settings.sections.jsx.blur"
